,Toilet Name,Area,Location,Provider,Latitude,Longitiude,Eastings,Northings,Postcode,Grid Ref,Location Notes:,24 hours,Open,Closed,Days of the Week open,Open Season - Summer,Closed Season-Winter,Time Notes:,Male,Female,Unisex,Disabled,RADAR,Baby Change,Location of Baby Change,Attendant,Automatic?,Special Provisons,Car Parking, Cost ,Report Problems,Date,Data Collected from,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perth & Kinross,/,Perth,"Perth Bus Station, Leonard Street",/,/,/,/,/,PH2 8HB,/,/,/,07.30 - 21.30,21.30 - 07.30,Monday - Saturday,/,/,Sunday: 11.30 - 21.30,1,1,0,1,Yes,1,/,No,No,/,/, / ,/,21/04/2014,http://www.pkc.gov.uk/publictoilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perth & Kinross,/,Perth,"Marshall Place Public Toilet, South Inch Car Park, Shore Road",/,/,/,/,/,PH2 8BW,/,/,/,08.30 - 18.00,18.00 - 08.30,/,/,/,/,1,1,0,1,No,1,/,Yes,No,/,/, £0.30 ,/,21/04/2014,http://www.pkc.gov.uk/publictoilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perth & Kinross,/,Perth,"Perth & Kinross Council, Pullar House, Kinnoull Street",Comfort Scheme,/,/,/,/,PH1 5GD,/,/,/,08.45 - 17.00,17.00 - 08.45,Monday - Friday,/,/,/,1,1,0,1,No,0,/,No,No,/,/, / ,/,21/04/2014,http://www.pkc.gov.uk/publictoilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perth & Kinross,/,Perth,"Ropemakers Close Public Toilet, Ropemakers Close",/,/,/,/,/,PH2 8EB,/,/,/,09.00 - 18.00,18.00 - 09.00,/,/,/,/,1,1,0,1,No,1,/,Yes,No,/,/, £0.30 ,/,21/04/2014,http://www.pkc.gov.uk/publictoilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perth & Kinross,/,Perth,"South Inch, Kings Place",Comfort Scheme,/,/,/,/,PH2 8EB,/,/,/,08.00 - 16.00,16..00 - 08.00,/,/,/,/,1,1,0,1,Yes,1,/,No,No,/,/, / ,/,21/04/2014,http://www.pkc.gov.uk/publictoilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perth & Kinross,/,Perth,"The Sandeman, 14/16 Kinnoull Street, Perth",Comfort Scheme,/,/,/,/,PH1 5EN,/,/,/,11.00 - 23.00,23.00 - 11.00,/,/,/,/,1,1,0,1,No,0,/,No,No,/,/, / ,/,21/04/2014,http://www.pkc.gov.uk/publictoilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perth & Kinross,/,Pitlochry,"McKArys, 138 Atholl Road",Comfort Scheme,/,/,/,/,PH16 5AG,/,/,/,10.00 - 23.00,23.00 - 10.00,Sunday - Thursday,/,/,Saturday: 10.00 - 01.30,1,1,0,0,/,1,/,No,No,/,/, / ,/,21/04/2014,http://www.pkc.gov.uk/publictoilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perth & Kinross,/,Pitlochry,"Pitlochry Festival Theatre, Foss Road",Comfort Scheme,/,/,/,/,PH16 5DR,/,/,/,/,/,/,10.00 - 23.00,10.00 - 16.00,Summer: June - October / Winter: November - May,1,1,0,1,No,1,/,No,No,/,/, / ,/,21/04/2014,http://www.pkc.gov.uk/publictoilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perth & Kinross,/,Pitlochry,"Pitlochry Service Station, Perth Road",/,/,/,/,/,PH16 5LY,/,/,/,06.00 - 23.00,23.00 - 06.00,/,/,/,/,1,1,0,1,Yes,1,/,No,No,/,/, / ,/,21/04/2014,http://www.pkc.gov.uk/publictoilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perth & Kinross,/,Pitlochry,"Strathgarry Hotel, 113 Atholl Road",Comfort Scheme,/,/,/,/,PH16 5AG,/,/,/,09.00 - 21.00,21.00 - 09.00,/,/,/,/,1,1,0,1,No,1,/,No,No,/,/, / ,/,21/04/2014,http://www.pkc.gov.uk/publictoilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perth & Kinross,/,Pitlochry,West Lane,/,/,/,/,/,PH16 5AW,/,/,/,09.00 - 18.00,18.00 - 09.00,Monday - Saturday,./,/,Sunday: 10.00 - 18.00,1,1,0,1,Yes,1,/,Yes,No,/,/, £0.30 ,/,21/04/2014,http://www.pkc.gov.uk/publictoilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perth & Kinross,/,Scone,"The Wheel Inn, 37 Angus Road",Comfort Scheme,/,/,/,/,PH2 6RA,/,/,/,11.00 - 23.00,23.00 - 11.00,Monday - Saturday,/,/,Sunday: 12.00 - 23.00,1,1,0,1,No,0,/,No,No,/,/, / ,/,21/04/2014,http://www.pkc.gov.uk/publictoilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perth & Kinross,/,St Fillans,A85,/,/,/,/,/,PH6 2NG,/,/,/,08.00 - 16.00,16..00 - 08.00,/,/,/,/,1,1,0,1,Yes,0,/,No,No,/,/, / ,/,21/04/2014,http://www.pkc.gov.uk/publictoilets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasgow City,/,Glasgow,Collins Street,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,1,/,/,/,/,/,/,/, £0.20 ,01249 822063,16/04/2014,https://www.glasgow.gov.uk/index.aspx?articleid=3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasgow City,"St Vincent Street,",Glasgow,43 St Vincent Place,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,1,/,/,/,/,/,/,/, £0.20 ,01249 822063,16/04/2014,https://www.glasgow.gov.uk/index.aspx?articleid=3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasgow City,/,Glasgow,39 Stevenson Street,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,1,/,/,/,/,/,/,/, £0.20 ,01249 822063,16/04/2014,https://www.glasgow.gov.uk/index.aspx?articleid=3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasgow City,/,Glasgow,281A West Campbell Street,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,1,/,/,/,/,/,/,/, £0.20 ,01249 822063,16/04/2014,https://www.glasgow.gov.uk/index.aspx?articleid=3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glasgow City,/,Glasgow,Aitkenhead Road at Hampden Car Park / Bus Interchange*,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,1,/,/,/,/,/,/,/, £0.20 ,01249 822063,16/04/2014,https://www.glasgow.gov.uk/index.aspx?articleid=3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Hessle Mill PC,"Cliff Road, Redcliff Road, Hessle",/,/,/,/,502191,425393,HU13 0HB,/,/,/,06.00 - 18.00,18.00 - 06.00,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Willerby Square Car Park PC,Willerby Square,/,/,/,/,502527,430019,HU10 7AA,/,/,/,05.45 - 18.00,18.00 - 05.45,/,/,/,/,1,1,0,1,Yes,1,Separate,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Sow Hill PC,"Beverley Bus Station, Sow Hill Road",/,/,/,/,503261,439775,HU17 8BG,/,/,/ ,08.30 - 18.00,18.00 - 08.30,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/, 0.2 A/10p C ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Dyer Lane PC,"Dyer Lane, Walkergate",/,/,/,/,503355,439639,HU17 8AE,/,/,/ ,08.30 - 18.00,18.00 - 08.30,/,/,/,/,1,1,0,1,Yes,1,Separate,/,/,/,/, 0.2 A/10p C ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Hessle Square PC,The Square,/,/,/,/,503415,426366,HU13 0RB,/,/,/,08.30 - 18.00,18.00 - 08.30,/,/,/,/,1,1,0,1,Yes,1,/,/,/,/,/, 0.2 A/10p C ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Lord Roberts Road PC,Lord Roberts Road,/,/,/,/,503598,439418,HU17 9BE,/,/,/,06.00 - 18.10,18.10 - 06.00,/,/,/,/,1,1,0,1,Yes,0,/,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Market Green PC,"Cottingham Civic Hall, Market Green",/,/,/,/,504577,432839,HU16 5QG,/,/,/,08.30 - 18.00,18.00 - 08.30,Monday - Saturday,/,/,/,1,1,0,1,Yes,1,Separate,/,/,/,/, 0.2 A/10p C ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Belvedere Parade PC,"Bridlington Park & Ride, Belvedere Parade",/,/,/,/,517320,465056,YO15 3LX,/,/,/,07.15 - 16.15,16.15 - 07.15,/,/,/,/,1,1,0,1,Yes,1,In Disabled toilet,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Princess Mary Promenade PC,"Princess Mary Promenade, South Marine Drive",/,/,/,/,517813,465824,YO15 8LG,/,/,/,07.15 - 16.15,16.15 - 07.15,/,/,/,/,1,1,0,1,Yes,1,Separate,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Hilderthorpe Road PC,"Hilderthorpe Rd Coach Park, Hilderthorpe Road",/,/,/,/,517976,466794,YO15 3EP,/,/,/,07.15 - 16.15,16.15 - 07.15,/,/,/,/,1,1,0,1,Yes,1,Separate,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Moorfield Road PC,"Moorfield Rd Car Park, Moorfield Road",/,/,/,/,518131,467086,YO16 4LF,/,/,/,07.15 - 16.15,16.15 - 07.15,/,/,/,/,1,1,0,1,Yes,1,Separate,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,South Cliff Gardens PC,"South Cliff Gardens, South Cliff Road",/,/,/,/,518272,466547,YO15 3AU,/,/,/,07.00 - 16.15,16.15 - 07.00,/,/,/,/,1,1,0,1,Yes,1,Separate,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Queen Street PC,Queen Street Promenade,/,/,/,/,518423,466621,YO15 2SF,/,/,/,08.30 - 17.00,17.00 - 08.30,/,/,/,/,1,1,0,1,Yes,1,Separate,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Royal Princes Parade PC,"Royal Princes Parade, Esplanade",/,/,/,/,518723,466754,YO15 2PB,/,/,/,07.00 - 16.15,16.15 - 07.00,/,/,/,/,1,1,0,1,Yes,1,Separate,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Watmaughs Arcade PC,"Watmaughs Arcade, St Augustines Gate",/,/,/,/,518920,428594,HU12 8EZ,/,/,/,07.00 - 18.00,18.00 - 07.00,/,November - March,/,/,1,1,0,1,Yes,1,Separate,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Beaconsfield Promenade PC,Beaconsfield Promenade,/,/,/,/,518940,467181,YO15 2PF,/,/,/,07.15 - 16.15,16.15 - 07.15,/,/,/,/,1,1,0,1,Yes,1,Separate,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Limekiln Lane PC,"Limekiln Lane, Sewerby Road",/,/,/,/,519323,467890,YO15 2LU,/,/,/,07.00 - 16.15,16.15 - 07.00,/,/,/,/,1,1,0,1,Yes,1,Separate,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Hall Garth Park PC,"Hall Garth Park, Cinema Street",/,/,/,/,520434,447783,HU18 1PA,/,/,/,07.00 - 18.00,18.00 - 07.00,/,November - March,/,/,1,1,0,1,Yes,1,Separate,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Riding of Yorkshire,/,Marine Drive PC,MARINE DRIVE,/,/,/,/,520853,448153,HU18 1NJ,/,/,/ ,06.00 - 19.05,19.05 - 06.00,/,November - March,/,/,1,1,0,1,Yes,1,Separate,/,/,/,/, No Charge ,/,12/04/2014,FOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
