,Toilet Name,Area,Location,Provider,Latitude,Longitude,Eastings,Northings,Postcode,Grid Ref,Location Notes:,24 hours,Open,Closed,Days of the Week open,Open Season - Summer,Closed Season-Winter,Time Notes:,Male,Female,Unisex,Disabled,RADAR,Baby Change,Location of Baby Change,Attendant,Automatic?,Special Provisons,Car Parking, Cost ,Report Problems,Date,Data Collected from,
Gloucester,/,/,"Warehouse Climbing Centre, Parliament Street",Community Toilet Scheme,/,/,/,/,/,/,/,/,12.00 - 22.00,22.00 - 12.00,Monday - Friday,/,/,Saturday: 09.00 - 22.00 / Sunday 10.00 - 21.00,1,1,/,1,/,0,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,"Gloucester Bus Station, Off Market Parade",/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,/,/,/,/,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,"Westgate Car Park, Westgate Street",/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,/,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,Gloucester Park,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,/,/,/,/,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Aberdeen City,/,"Beach Central, Beach Promenade",Beach Promenade between Beach Boulevard and the Beach Ballroom,/,/,/,/,/,/,/,/,/,09.30 - 17.30,17.30 - 09.30,Monday - Friday,/,/,Christmas and New Year: 10.00 - 16.30,1,1,0,1,/,1,Mother and Baby Room,Yes,No,Showers,/, / ,08456 08 09 19 or 01224 219 281,16/04/2014,http://www.aberdeencity.gov.uk/planning_environment/environmental/environmental_health/enh_public_toilets.asp,
Aberdeen City,/,"Chapel Street, within NCP Car Park",City Centre - located within the NCP car park on the corner of Huntly St and Chapel St.,/,/,/,/,/,/,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,0,1,/,1,A,Yes,No,/,/, / ,08456 08 09 19 or 01224 219 281,16/04/2014,http://www.aberdeencity.gov.uk/planning_environment/environmental/environmental_health/enh_public_toilets.asp,
Aberdeen City,/,"Esplanade, Footdee","Footdee, southernmost end of Esplanade",/,/,/,/,/,/,/,/,/,/,/,/,09.30 - 20.00,09.30-17.30,Summer: April - September / Winter: October - March ,1,1,0,1,/,1,A,Yes,No,/,/, / ,08456 08 09 19 or 01224 219 281,16/04/2014,http://www.aberdeencity.gov.uk/planning_environment/environmental/environmental_health/enh_public_toilets.asp,
Aberdeen City,/,"North Deeside Road, Cults",Adjacent to library,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,1,Yes,/,/,/,Yes,/,/, / ,08456 08 09 19 or 01224 219 281,16/04/2014,http://www.aberdeencity.gov.uk/planning_environment/environmental/environmental_health/enh_public_toilets.asp,
Aberdeen City,/,"North Deeside Road, Culter",Adjacent to Cooters Restaurant,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,1,Yes,/,/,/,Yes,/,/, / ,08456 08 09 19 or 01224 219 281,16/04/2014,http://www.aberdeencity.gov.uk/planning_environment/environmental/environmental_health/enh_public_toilets.asp,
Aberdeen City,/,Spa Street,"City Centre, entrance to NCP cap park",/,/,/,/,/,/,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,0,1,/,/,/,Yes,No,/,/, / ,08456 08 09 19 or 01224 219 281,16/04/2014,http://www.aberdeencity.gov.uk/planning_environment/environmental/environmental_health/enh_public_toilets.asp,
Aberdeen City,/,Victoria Parkÿ,Access via Watson Street and Westburn Roadÿ,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,/,/,/,/,/,Yes,/,/, / ,08456 08 09 19 or 01224 219 281,16/04/2014,http://www.aberdeencity.gov.uk/planning_environment/environmental/environmental_health/enh_public_toilets.asp,
Aberdeen City,/,Seaton Parkÿ,"In car park, access off Don Streetÿ",/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,/,/,/,/,/,Yes,/,/, / ,08456 08 09 19 or 01224 219 281,16/04/2014,http://www.aberdeencity.gov.uk/planning_environment/environmental/environmental_health/enh_public_toilets.asp,
Aberdeen City,/,Duthie Parkÿ,Riverside Drive or Polmuir Roadÿ,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,/,/,/,/,/,Yes,/,/, / ,08456 08 09 19 or 01224 219 281,16/04/2014,http://www.aberdeencity.gov.uk/planning_environment/environmental/environmental_health/enh_public_toilets.asp,
Aberdeen City,/,/,Aberdeen Station Concourse,National Key Scheme Lock,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,NKS,/,/,/,/,/,/, / ,/,16/04/2014,http://www.aberdeencity.gov.uk/planning_environment/environmental/environmental_health/enh_public_toilets.asp,
Aberdeen City,/,Aberdeen,"Arcibald Simpson, Castle Steet",National Key Scheme Lock,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,NKS,/,/,/,/,/,/, / ,/,16/04/2014,http://www.aberdeencity.gov.uk/planning_environment/environmental/environmental_health/enh_public_toilets.asp,
Angus,/,Arbroath,Harbour Visitor Centre,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,1,Yes,1,/,Yes,No,/,/, œ0.30 ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Arbroath,Market Place Superloo,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,1,Yes,1,/,Yes,No,/,/, œ0.30 ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Arbroath,Ness-Victoria Park,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,1,Yes,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Arbroath,Tennis Courts Superloo**,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Seasonal Opening / See West Links Outdoor Recreations,1,1,0,1,Yes,0,/,Yes,No,/,/, œ0.30 ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Auchmithie,Fountain Square,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,1,Yes,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Auchterhouse,The Park,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,0,/,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Brechin,Church Street Superloo,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,1,Yes,1,/,Yes,No,/,/, œ0.30 ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Brechin,Dall's Lane,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,0,/,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Brechin,Southesk Street,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,1,No,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Carnoustie,Barry Road,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,0,/,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Carnoustie,Carnoustie House Park,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Only open for events,1,1,0,1,Yes,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Carnoustie,Easthaven (The Beach),/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Closed,Seasonal Opening - 30th March - 4th October,1,1,0,0,/,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Carnoustie,Station Road,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,0,0,/,0,/,No,Yes,/,/, œ0.30 ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Carnoustie,Westhaven (Norries Road),/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Closed,Seasonal Opening - 30th March - 4th October,1,1,0,0,/,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Edzell,The Muir,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,1,Yes,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Ferryden,Brownlow Place,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,0,/,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Forfar,Arbroath Road,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,1,No,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Forfar,Buttermarket Superloo,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,1,Yes,1,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Friockheim,Bus Stance,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,0,/,0,/,Yes,No,/,/, œ0.30 ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Glamis,Main Street,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,1,No,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Glenesk,Tarfside,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Weekend Only,Seasonal Opening - 30th March - 4th October,1,1,0,1,No,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Inverkeilor,The Park,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Closed,Seasonal Opening - 30th March - 4th October,1,1,0,0,/,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Kirkton of Glenisla,The Park,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Closed,Seasonal Opening - 30th March - 4th October,1,1,0,1,No,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Kirriemuir,The Den,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Closed,Seasonal Opening - 30th March - 4th October,1,1,0,0,/,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Kirriemuir,The Hill,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Closed,Seasonal Opening - 30th March - 4th October,1,1,0,0,/,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Kirriemuir,Reform Street Superloo,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,1,No,1,/,Yes,No,/,/, œ0.30 ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Kirriemuir,Tannage Brae,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,1,No,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Letham,Auldbar Road,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,0,/,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Milton of Clova,Picnic area,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Weekend Only,Seasonal Opening - 30th March - 4th October,1,1,0,1,No,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Monifieth,"Blue Seaway, Riverview Drive**",/,/,/,/,/,/,/,/,/,/,/,/,/,/,Seasonal Opening / See Monifieth Blue Seaway,1,1,0,1,Yes,0,/,Yes,No,/,/, œ0.30 ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Monifieth,High Street/Tay Street,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,1,No,0,/,No,No,/,/,  No Charge  ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Montrose,Baltic Street Car Park Superloo,/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,1,1,0,1,No,1,/,Yes,No,/,/, œ0.30 ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Montrose,"Seafront Splash, Traill Pavilion",/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Closed,Seasonal Opening - 30th March - 4th October,1,1,0,1,Yes,0,/,Yes,No,/,/, œ0.30 ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Montrose,"Town Buildings, High Street",/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Morning - Before 19.00,/,0,0,0,1,Yes,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
Angus,/,Newtyle,"The Park, North Street",/,/,/,/,/,/,/,/,/,/,/,/,Morning - 19.00,Closed,Seasonal Opening - 30th March - 4th October,1,1,0,0,/,0,/,No,No,/,/, No Charge ,08452 777 778,16/04/2014,https://www.angus.gov.uk/services/View_Service_Detail.cfm?serviceid=1172,
East Ayrshire,/,Kilmarnock,Burns Mall,/,/,/,/,/,/,/,/,/,08.00 - 18.15,18.15 - 08.00,Monday - Saturday,/,/,/,1,1,/,/,/,1,/,Yes,/,/,/, / ,01563 554033,16/04/2014,http://www.east-ayrshire.gov.uk/PlanningAndTheEnvironment/StreetCareAndCleaning/StreetCareAndCleaning-Toilets/PublicConveniences.aspx,
East Ayrshire,/,Cumnock,Tanyard,/,/,/,/,/,/,/,/,/,08.00 - 18.00,18.00 - 08.00,Monday - Friday,/,/,Saturday: 08.00 - 17.00,1,1,/,/,/,1,/,Yes,/,/,/, / ,01563 554033,16/04/2014,http://www.east-ayrshire.gov.uk/PlanningAndTheEnvironment/StreetCareAndCleaning/StreetCareAndCleaning-Toilets/PublicConveniences.aspx,
East Ayrshire,/,Mauchline,Loudon Street,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,/,/,/,/,/,No,Yes,/,/, / ,01563 554033,16/04/2014,http://www.east-ayrshire.gov.uk/PlanningAndTheEnvironment/StreetCareAndCleaning/StreetCareAndCleaning-Toilets/PublicConveniences.aspx,
East Ayrshire,/,Kilmarnock,The Foregate Square,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,/,/,/,/,/,No,Yes,/,/, / ,01563 554033,16/04/2014,http://www.east-ayrshire.gov.uk/PlanningAndTheEnvironment/StreetCareAndCleaning/StreetCareAndCleaning-Toilets/PublicConveniences.aspx,
East Lothian,/,Athlestaneford,Main Street,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,Closed,/,1,1,/,1,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Aberlady,Nature Reserve Bay,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,09.00 - 18.00,/,1,1,/,0,/,0,/,No,/,/,/,  /  ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Dirleton,Village Main Street,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,Friday - Sunday: 09.00 - 18.00,/,1,1,/,0,/,0,/,No,/,/,/,  /  ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Dirleton,Yellowcraigs,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,Closed,/,1,1,/,0,/,0,/,No,/,/,/,  /  ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Dunbar,Bayswell Road,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 20.00,10.00 - 17.00,/,1,1,/,1,/,1,M/F,Yes,/,/,/,  /  ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Dunbar,Bilsdean A1 Road,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,0,/,0,/,No,/,/,/,  /  ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Dunbar,Deer Park Cemetery,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,0,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Dunbar,Innerwick Cemetery,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,0,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Dunbar,Countess Crescent,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,09.00 - 18.00,/,1,1,/,1,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,/,East Linton Park,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 20.30,09.00 - 18.00,/,1,1,/,1,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,/,John Muir Country Park,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,09.00 - 18.00,/,1,1,/,1,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Pencraig,East Linton,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,0,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Dunbar,Shore Road,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,09.00 - 18.00,/,1,1,/,1,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Dunbar,Skateraw (Beach),/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,Closed,/,1,1,/,1,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Garvald,Main Street,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,10.00 - 16.00,/,1,1,/,0,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Gifford,Park,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,09.00 - 18.00,/,1,1,/,0,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Gullane,"Goose Green, Main Street",/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,09.00 - 18.00,/,1,1,/,0,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Gullane,Bents (Beach),/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,/,/,1,1,/,0,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Haddington ,Neilson Park Road,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 20.30,09.00 - 18.00,/,1,1,/,1,/,1,M/F,Yes,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Longniddry,Bents 1 (Beach),/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,Friday - Sunday: 09.00 - 18.00,/,1,1,/,0,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Longniddry,Bents 2 (Beach),/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,Friday - Sunday: 09.00 - 18.00,/,1,1,/,1,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Longniddry,Bents 3 (Beach),/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,Friday - Sunday: 09.00 - 18.00,/,1,1,/,0,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Musselburgh,Shorthope Street,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 20.30,09.00 - 18.00,/,1,1,/,1,/,1,M/F,Yes,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Musselburgh Links,Mountjoy Terrace,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 21.00,09.00 - 18.00,/,1,1,/,0,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Musselburgh,Fisherrow Harbour,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 20.30,09.00 - 18.00,/,1,1,/,1,/,1,F,Yes,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,North Berwick,Quality Street,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 20.30,09.00 - 18.00,/,1,1,/,1,/,1,M/F,Yes,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,North Berwick,Lodge Grounds,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Seasonal,1,1,/,0,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,North Berwick,East Beach,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Seasonal,1,1,/,0,/,0,/,No,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Port Seton,Links Road,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 20.00,10.00 - 17.00,/,1,1,/,1,/,1,M/F,Yes,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Prestonpans ,Ayres Wynd,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 20.30,09.00 - 18.00,/,1,1,/,1,/,1,M/F,Yes,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
East Lothian,/,Tranent,Lindores Drive,/,/,/,/,/,/,/,/,/,/,/,/,09.00 - 20.30,09.00 - 18.00,/,1,1,/,1,/,1,M/F,Yes,/,/,/, / ,01620 827272,16/04/2014,http://www.eastlothian.gov.uk/a_to_z/service/470/public_toilets,
Falkirk,/,Blackness,"The Square,",/,/,/,/,/,/,/,/,/,09.00 - 17.00,17.00 - 09.00,/,/,/,/,1,1,/,1,Yes,/,/,No,No,/,/, / ,01324ÿ590475,16/04/2014,http://www.falkirk.gov.uk/services/corporate_neighbourhood/facilities_management/building_services/building_cleaning/public_conveniences.aspx,
Falkirk,/,Bo'ness,"East Pier Street bus station,",/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,0,/,/,/,No,Yes,/,/, / ,01324ÿ590475,16/04/2014,http://www.falkirk.gov.uk/services/corporate_neighbourhood/facilities_management/building_services/building_cleaning/public_conveniences.aspx,
Falkirk,/,Bo'ness,"Provost Road,",/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,0,/,/,/,No,Yes,/,/, / ,01324ÿ590475,16/04/2014,http://www.falkirk.gov.uk/services/corporate_neighbourhood/facilities_management/building_services/building_cleaning/public_conveniences.aspx,
Falkirk,/,Bo'ness,"Register Street,",/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,1,1,/,1,Yes,/,/,Yes,No,/,/, / ,01324ÿ590475,16/04/2014,http://www.falkirk.gov.uk/services/corporate_neighbourhood/facilities_management/building_services/building_cleaning/public_conveniences.aspx,
Falkirk,/,Bonnybridge,"High Street,",/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,1,Yes,/,/,No,Yes,/,/, / ,01324ÿ590475,16/04/2014,http://www.falkirk.gov.uk/services/corporate_neighbourhood/facilities_management/building_services/building_cleaning/public_conveniences.aspx,
Falkirk,/,Camelon,"Main Street,",/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,0,/,/,/,No,Yes,/,/, / ,01324ÿ590475,16/04/2014,http://www.falkirk.gov.uk/services/corporate_neighbourhood/facilities_management/building_services/building_cleaning/public_conveniences.aspx,
