,Toilet Name,Area,Location,Provider,Latitude,Longitude,Eastings,Northings,Postcode,Grid Ref,Location Notes:,24 hours,Open,Closed,Days of the Week open,Open Season - Summer,Closed Season-Winter,Time Notes:,Male,Female,Unisex,Disabled,RADAR,Baby Change,Location of Baby Change,Attendant,Automatic?,Special Provisons,Car Parking, Cost ,Report Problems,Date,Data Collected from,
Teignbridge,/,Dawlish,Sandy Lane,/,/,/,/,/,EX7 0AF,/,/,/,/,/,/,/,08.00 - 18.00 -October-March,April: 08.00 - 20.00 /May and September: 08.00 - 21.00 / June: 08.00 - 22.00/ July and August: 08.00 - 22.30,1,1,/,1,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Dawlish,The Lawn,/,/,/,/,/,EX7 9PW,/,/,/,/,/,/,/,08.00 - 18.00 -October-March,April: 08.00 - 20.00 /May and September: 08.00 - 21.00 / June: 08.00 - 22.00/ July and August: 08.00 - 22.30,1,1,/,1,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Dawlish Warren ,Beach,/,/,/,/,/,EX7 0NF,/,/,/,/,/,/,/,08.00 - 18.00 -October-March,April: 08.00 - 20.00 /May and September: 08.00 - 21.00 / June: 08.00 - 22.00/ July and August: 08.00 - 22.30,1,1,/,1,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Dawlish Warren ,Car Park,/,/,/,/,/,EX7 0NF,/,/,/,/,/,/,April: 08.00 - 20.00 /May and September: 08.00 - 21.00 / June: 08.00 - 22.00/ July and August: 08.00 - 22.30,Closed,Summer schedule begins on the Monday before Easter Sunday and the winter schedule begins on 1st October.,1,1,/,1,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Ogwell,Sunny Hollow,/,/,/,/,/,TQ12 6AW,/,/,1,/,/,/,/,/,/,1,1,/,0,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Holcombe,The Smugglers Cove,/,/,/,/,/,EX7 0JL,/,/,/,/,/,/,April: 08.00 - 20.00 /May and September: 08.00 - 21.00 / June: 08.00 - 22.00/ July and August: 08.00 - 22.30,Closed,Summer schedule begins on the Monday before Easter Sunday and the winter schedule begins on 1st October.,1,1,/,0,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Ipplepen,Clampitt Road,/,/,/,/,/,TQ12 5RJ,/,/,1,/,/,/,/,/,/,1,1,/,0,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Kingskerswell,Water Lane,/,/,/,/,/,TQ125EU,/,/,/,/,/,/,08.00 - 19.00,08.00 - 18.00,Summer schedule begins on the Monday before Easter Sunday and the winter schedule begins on 1st October.,1,1,/,0,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Kingsteignton,Fountain,/,/,/,/,/,TQ12 3AJ,/,/,/,/,/,/,08.00 - 19.00,08.00 - 18.00,Summer schedule begins on the Monday before Easter Sunday and the winter schedule begins on 1st October.,1,1,/,0,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Lustleigh,The Orchard,/,/,/,/,/,TQ13 9TA,/,/,1,/,/,/,/,/,/,1,1,/,0,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Moretonhampstead,Court Street,/,/,/,/,/,TQ13 8LE,/,/,1,/,/,/,/,/,/,1,1,/,1,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Moretonhampstead,Station Road,/,/,/,/,/,TQ13 8NQ,/,/,1,/,/,/,/,/,/,1,1,/,1,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Newton Abbot,Cricketfield Road,/,/,/,/,/,TQ12 2AS,/,/,/,/,/,/,08.00 - 19.00,08.00 - 18.00,Summer schedule begins on the Monday before Easter Sunday and the winter schedule begins on 1st October.,1,1,/,1,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Newton Abbot,Decoy,/,/,/,/,/,TQ12 1DU,/,/,/,/,/,/,08.00 - 19.00,08.00 - 18.00,Summer schedule begins on the Monday before Easter Sunday and the winter schedule begins on 1st October.,1,1,/,1,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Newton Abbot,Market Walk,/,/,/,/,/,TQ12 2QZ,/,/,/,08.30 - 17.30 ,17.30 - 08.30,"Monday, Tuesday, Thursday and Friday",/,/,Wednesday and Saturday: 08.00 - 18.00 / Sunday: Closed,1,1,/,1,/,/,/,Yes,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Newton Abbot,Newfoundland Way,/,/,/,/,/,TQ12 1AF,/,/,/,/,/,/,08.00 - 19.00,08.00 - 18.00,Summer schedule begins on the Monday before Easter Sunday and the winter schedule begins on 1st October.,1,1,/,1,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Newton Abbot,Station Road,/,/,/,/,/,TQ12 2BP,/,/,/,/,/,/,08.00 - 19.00,08.00 - 18.00,Summer schedule begins on the Monday before Easter Sunday and the winter schedule begins on 1st October.,1,1,/,1,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Shaldon,King George V Field,/,/,/,/,/,TQ14 0AD,/,/,/,/,/,/,/,/,/,1,1,/,0,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Shaldon,Ness Tunnel,/,/,/,/,/,TQ14 0HP,/,/,1,/,/,/,/,08.00 - 18.00 -October-March,April: 08.00 - 20.00 /May and September: 08.00 - 21.00 / June: 08.00 - 22.00/ July and August: 08.00 - 22.30,1,1,/,0,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Shaldon,The Strand,/,/,/,/,/,TQ14 0DL,/,/,/,/,/,/,/,08.00 - 18.00 -October-March,April: 08.00 - 20.00 /May and September: 08.00 - 21.00 / June: 08.00 - 22.00/ July and August: 08.00 - 22.30,1,1,/,1,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Starcross,The Strand,/,/,/,/,/,EX6 8PA,/,/,/,/,/,/,/,08.00 - 18.00 -October-March,April: 08.00 - 20.00 /May and September: 08.00 - 21.00 / June: 08.00 - 22.00/ July and August: 08.00 - 22.30,1,1,/,1,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Teignmouth,Band Stand,/,/,/,/,/,TQ14 8AJ,/,/,/,/,/,/,/,09.00 - 18.00 -October-March,"April, May and September: 09.00 - 19.00 / June, July and August: 09.00 - 21.00",1,1,/,1,/,/,/,Yes,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Teignmouth,Brunswick Street,/,/,/,/,/,TQ14 8AE,/,/,/,/,/,/,/,08.00 - 18.00 -October-March,April: 08.00 - 20.00 /May and September: 08.00 - 21.00 / June: 08.00 - 22.00/ July and August: 08.00 - 22.30,1,1,/,1,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Teignmouth,Eastcliff,/,/,/,/,/,TQ14 8TG ,/,/,/,/,/,/,/,08.00 - 18.00 -October-March,April: 08.00 - 20.00 /May and September: 08.00 - 21.00 / June: 08.00 - 22.00/ July and August: 08.00 - 22.30,1,1,/,0,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Teignmouth,Jubilee Shelter,/,/,/,/,/,TQ14 8TA ,/,/,/,/,/,/,/,08.00 - 18.00 -October-March,April: 08.00 - 20.00 /May and September: 08.00 - 21.00 / June: 08.00 - 22.00/ July and August: 08.00 - 22.30,1,1,/,0,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Teignmouth,Lower Brook Street,/,/,/,/,/,TQ14 8HR ,/,/,/,/,/,/,/,08.00 - 18.00 -October-March,April: 08.00 - 20.00 /May and September: 08.00 - 21.00 / June: 08.00 - 22.00/ July and August: 08.00 - 22.30,1,1,/,1,/,/,/,/,/,/,/, / ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Teignbridge,/,Widecombe,Car Park,/,/,/,/,/,TQ13 7TA,/,/,1,/,/,/,/,/,/,1,1,/,1,/,/,/,/,/,/,/,  /  ,0800 328 6402,29/03/2014,http://www.teignbridge.gov.uk/index.aspx?articleid=2752,
Torridge,/,Appledore,Churchfields Car Park,/,/,/,/,/,/,/,/,/,/,/,/,08.00-21.00,08.00-18.00,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Appledore,Jubilee Road,/,/,/,/,/,/,/,/,/,/,/,/,08.00-21.00,Closed,/,1,1,/,1,No,1,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Bideford,Victoria Park,/,/,/,/,/,/,/,/,/,/,/,/,08.00-18.00,08.00-18.00,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Bideford,Pannier Market,/,/,/,/,/,/,/,/,/,/,/,/,08.00-18.00,08.00-18.00,/,1,1,/,0,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Bideford,King George V Playing Field,/,/,/,/,/,/,/,/,/,/,/,/,/,/,closed except for sports events,1,1,/,0,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Bideford,Sports Ground,/,/,/,/,/,/,/,/,/,/,/,/,/,/,closed except for special events,1,1,/,0,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Bideford,Bideford Quay Facility,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,1,Yes,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Black Torrington,Playing Field,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,0,Yes,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Bradworthy,The Square,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,1,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Halwill Junction,Playing Field,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,1,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Hartland,North Street,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,1,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Holsworthy,North Road,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,1,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Stoke,Near Church,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,0,Yesÿ,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Torrington,Pannier Market,/,/,/,/,/,/,/,/,/,/,/,/,08.00-20.00,08.00-18.00,/,1,1,/,1,/,1,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Torrington,The Commons,/,/,/,/,/,/,/,/,/,/,/,/,08.00-21.00,08.00-19.00,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Torrington,South Street,/,/,/,/,/,/,/,/,/,/,/,/,08.00-21.00,08.00-19.00,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Westward Ho!,Slipway (Maritime Station),/,/,/,/,/,/,/,/,/,/,/,/,08.00-21.00,08.00-18.00,/,1,1,/,1,Yes,1,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Westward Ho!,Village Square,/,/,/,/,/,/,/,/,/,/,/,/,08.00-21.00,08.00-18.00,/,1,1,/,1,Yes,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Westward Ho!,Merley Road,/,/,/,/,/,/,/,/,/,/,/,/,08.00-21.00,08.00-18.00,/,1,1,/,0,/,1,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Westward Ho!,Burrows Centre,/,/,/,/,/,/,/,/,/,/,/,/,09.00-17.00,closed,/,1,1,/,1,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Winkleigh,Castle Street,/,/,/,/,/,/,/,/,1,/,/,/,/,/,/,1,1,/,1,Yes,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Bideford,Riverbank House,Public Conveniences through Partnership,/,/,/,/,/,/,/,/,/,/,/,/,,During normal office hours,1,1,/,0,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Bideford,Town Hall,Public Conveniences through Partnership,/,/,/,/,/,/,/,/,/,/,/,/,,During normal office hours,1,1,/,0,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Bideford,Burton Art Gallery,Public Conveniences through Partnership,/,/,/,/,/,/,/,/,/,/,/,/,,During gallery opening hours,1,1,/,1,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Clovelly,Visitor Centre,Public Conveniences through Partnership,/,/,/,/,/,/,/,/,/,/,/,09.30-17.30,10.00-16.00,/,1,1,/,1,/,1,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Clovelly,Temple Bar,Public Conveniences through Partnership,/,/,/,/,/,/,/,/,/,/,/,10.00-16.00 (Ladies only),/,/,0,1,/,0,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Clovelly,Quayside (Red Lion Alley),Public Conveniences through Partnership,/,/,/,/,/,/,/,/,09.00 - 11.00,11.00 - 09.00,/,/,/,/,1,1,/,0,/,1,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Holsworthy,Leisure Centre,Public Conveniences through Partnership,/,/,/,/,/,/,/,/,/,/,/,/,,During leisure centre hours,1,1,/,1,/,/,F,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Holsworthy,Manor Offices,Public Conveniences through Partnership,/,/,/,/,/,/,/,/,/,/,/,/,,During normal office hours,1,1,/,0,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Torrington,Swimming Pool,Public Conveniences through Partnership,/,/,/,/,/,/,/,/,/,/,/,/,,During pool opening hours,1,1,/,1,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Torrington,Castle Hill,Public Conveniences through Partnership,/,/,/,/,/,/,/,/,/,/,/,/,,During normal office hours,1,1,/,0,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Torridge,/,Woolsery,Village Hall,Public Conveniences through Partnership,/,/,/,/,/,/,/,/,/,/,/,/,,During hall opening hours,1,1,/,0,/,/,/,/,/,/,/, / ,(01237) 428734,29/03/2014,http://www.torridge.gov.uk/index.aspx?articleid=602,
Cotswold,/,Bibury,The Street ,/,/,/,/,/,GL7 5NP,/,/,/,/,/,/,08.00 - 21.00,08.00 - 18.00,/,1,1,/,1,YES,1,/,/,/,/,/, œ0.20 ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Bourton on the Water,Church Rooms,/,/,/,/,/,GL54 2AX,/,/,/,08.00 - 18.00,18.00 - 08.00,/,/,/,/,1,1,/,1,YES,1,/,/,/,/,/, œ0.20 ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Bourton on the Water,Rissington Road ,/,/,/,/,/,GL54 2DZ,/,/,/,/,/,/,08.00 - 21.00,08.00 - 18.00,/,1,1,/,1,YES,1,/,/,/,/,/, œ0.20 ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Chipping Campden ,Sheep Street ,/,/,/,/,/,GL55 6DS,/,/,/,/,/,/,08.00 - 19.00,08.00 - 18.00,/,1,1,/,1,YES,1,/,/,/,/,/, free ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Cirencester ,The Brewery Car Park ,/,/,/,/,/,GL7 1JH,/,/,/,/,/,/,08.00 - 21.00,08.00 - 18.00,/,1,1,/,1,YES,1,/,/,/,/,/, œ0.20 ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Cirencester ,Forum Car Park,/,/,/,/,/,GL7 1PX,/,/,/,/,/,/,08.00 - 21.00,08.00 - 18.00,/,1,1,/,1,YES,1,/,/,/,/,/, œ0.20 ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Cirencester ,London Road,/,/,/,/,/,GL7 1AB,/,/,/,/,/,/,08.00 - 21.00,08.00 - 18.00,/,1,1,/,1,YES,1,/,/,/,/,/, œ0.20 ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Cirencester ,Lorry Park,/,/,/,/,/,GL7 1NP,/,/,/,08.00 - 16.00,16.00 - 08.00,/,/,/,/,1,1,/,1,YES,1,/,/,/,/,/, Free ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Fairford,High Street ,/,/,/,/,/,GL7 4AF,/,/,/,/,/,/,08.00 - 21.00,08.00 - 18.00,/,1,1,/,1,YES,1,/,/,/,/,/, œ0.20 ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Lechlade,Burford Street,/,/,/,/,/, GL7 3AP,/,/,/,/,/,/,08.00 - 19.00,08.00 - 18.00,/,1,1,/,1,YES,1,/,/,/,/,/, Free ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Moreton in Marsh ,High Street,/,/,/,/,/,GL56 0BU,/,/,/,/,/,/,08.00 - 21.00,08.00 - 18.00,/,1,1,/,1,YES,1,/,/,/,/,/, œ0.20 ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Northleach ,Market Place,/,/,/,/,/,GL54 3EJ,/,/,/,/,/,/,08.00 - 19.00,08.00 - 18.00,/,1,1,/,1,YES,0,/,/,/,/,/, free ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Stow-on-the-Wold,Market Square,/,/,/,/,/,GL54 1AF,/,/,/,/,/,/,08.00 - 21.00,08.00 - 18.00,/,1,1,/,1,YES,1,/,/,/,/,/, œ0.20 ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Stow-on-the-Wold,Maugersbury Road Car Park,/,/,/,/,/,GL54 1AQ,/,/,/,/,/,/,08.00 - 21.00,08.00 - 18.00,/,1,1,/,1,YES,1,/,/,/,/,/, œ0.20 ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Tetbury,The Chipping,/,/,/,/,/,GL8 8ES,/,/,/,/,/,/,08.00 - 19.00,08.00 - 18.00,/,1,1,/,1,YES,0,/,/,/,/,/, free ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Cotswold,/,Tetbury,West Street,/,/,/,/,/,GL8 8ELL,/,/,/,/,/,/,08.00 - 19.00,08.00 - 18.00,/,1,1,/,1,YES,1,/,/,/,/,/, free ,01249 823143,31/03/2014,http://www.cotswold.gov.uk/residents/environment/parking-and-public-toilets/public-toilets/,
Gloucester,/,/,"GL1 Gloucester, Bruton way",Community Toilet Scheme,/,/,/,/,/,/,/,/,07.00 - 23.00,23.00 - 07.00,Monday - Friday,/,/,Saturday: 08.00 - 18.00 / Sunday: 08.00 - 23.00,1,1,/,1,/,1,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,"Debenhams (top floor), Kings Way",Community Toilet Scheme,/,/,/,/,/,/,/,/,09.30 - 18.00,18.00 - 09.30,Monday - Friday,/,/,Saturday 09.00 - 18.00 / Sunday: 11.00 - 17.00,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,"The New Inn, 16 Northgate Street",Community Toilet Scheme,/,/,/,/,/,/,/,/,07.00 - 23.00,23.00 - 07.00,/,/,/,/,1,1,/,0,/,0,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,"Gloucester City Museum, Brunswick Road",Community Toilet Scheme,/,/,/,/,/,/,/,/,10.00 - 17.00,17.00 - 10.00,Tuesday - Saturday,/,/,/,1,1,/,1,/,1,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,"Robert Raikes House, 38 Southgate Street",Community Toilet Scheme,/,/,/,/,/,/,/,/,12.00 - 23.00,23.00 - 12.00,Monday - Saturday,/,/,Sunday: 12.00 - 22.30,1,1,/,1,/,0,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,"Gloucester Folk Museum, Westgate Street",Community Toilet Scheme,/,/,/,/,/,/,/,/,10.00 - 17.00,17.00 - 10.00,/,/,/,/,1,1,/,1,/,1,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,"Cross Keys Inn, Cross Keys Lane",Community Toilet Scheme,/,/,/,/,/,/,/,/,11.00 - 23.00,23.00 - 11.00,/,/,/,/,1,1,/,0,/,1,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,"Gloucester Guildhall, 23 Eastgate Street",Community Toilet Scheme,/,/,/,/,/,/,/,/,10.00 - 21.00,21.00 - 10.00,Monday - Wednesday,/,/,Thursday - Saturday: 10.00 - 22.00,1,1,/,1,Yes,1,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,"Fab and Faded, Longsmith Street",Community Toilet Scheme,/,/,/,/,/,/,/,/,10.00 - 17.00,17.00 - 10.00,Monday - Saturday,/,/,/,1,1,/,0,/,0,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,"Eastgate Shopping Centre, Eastgate Street",Community Toilet Scheme,/,/,/,/,/,/,/,/,09.00 - 17.30,17.30 - 09.00,Monday - Saturday,/,/,Sunday: 13.00 - 16.30,1,1,/,1,/,1,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,"The Westgate Bar and Restaurant, Westgate Street",Community Toilet Scheme,/,/,/,/,/,/,/,/,/,/,/,/,/,Monday - Tuesday: 11.00 - 02.00 / Wednesday - Friday: 11.00 - 03.00 / Saturday: 11.00 - 04.00 / Sunday: 11.00 - 02.00,1,1,/,1,/,0,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,"The Imperial, Northgate Street",Community Toilet Scheme,/,/,/,/,/,/,/,/,11.00 - 23.00,23.00 - 11.00,Monday - Wednesday,/,/,Thursday - Saturday: 11.00 - 00.00 / Sunday 12.00 - 18.00,1,1,/,0,/,0,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
Gloucester,/,/,"Poppins Restaurant, Clarence Street",Community Toilet Scheme,/,/,/,/,/,/,/,/,08.00 - 18.30,18.30 - 08.00,Monday - Saturday,/,/,Sunday: 09.30 - 17.00,1,1,/,0,/,1,/,/,/,/,/, / ,/,31/03/2014,http://www.thecityofgloucester.co.uk/visitor-information/community-toilet-scheme,
